,real,imaginary,q,error
,real,imaginary,q,error
0,-0.70710678118654752440084436210484903928483593768847,0.70710678118654752440084436210484903928483593768847,4,2.672764710092195646140536467151481878815196880105e-51
1,-0.70710678118654752440084436210484903928483593768847,-0.70710678118654752440084436210484903928483593768847,4,2.672764710092195646140536467151481878815196880105e-51
2,0.70710678118654752440084436210484903928483593768847,-0.70710678118654752440084436210484903928483593768847,4,2.672764710092195646140536467151481878815196880105e-51
3,0.70710678118654752440084436210484903928483593768847,0.70710678118654752440084436210484903928483593768847,4,2.672764710092195646140536467151481878815196880105e-51
4,1.3247179572447460259609088544780973407344040569017,0.0,5,2.672764710092195646140536467151481878815196880105e-51
5,-0.66235897862237301298045442723904867036720202845087,0.56227951206230124389918214490937306149784300289578,5,2.672764710092195646140536467151481878815196880105e-51
6,-0.66235897862237301298045442723904867036720202845087,-0.56227951206230124389918214490937306149784300289578,5,2.672764710092195646140536467151481878815196880105e-51
7,0.5,0.86602540378443864676372317075293618347140262690519,5,2.672764710092195646140536467151481878815196880105e-51
8,0.5,-0.86602540378443864676372317075293618347140262690519,5,2.672764710092195646140536467151481878815196880105e-51
9,0.92067246120205732486022129728331265058822975453536,-0.39033603367373892742945390540931676677922416500761,6,2.672764710092195646140536467151481878815196880105e-51
10,0.92067246120205732486022129728331265058822975453536,0.39033603367373892742945390540931676677922416500761,6,2.672764710092195646140536467151481878815196880105e-51
11,-0.68192634748977049915561276456041456943014732300203,0.51885726579180535834390949465111834888518463071082,6,2.672764710092195646140536467151481878815196880105e-51
12,-0.68192634748977049915561276456041456943014732300203,-0.51885726579180535834390949465111834888518463071082,6,2.672764710092195646140536467151481878815196880105e-51
13,-0.92875583698619447252771280567639904061084842270016,0.70666240707771649603639376345698173525464824842525,6,2.672764710092195646140536467151481878815196880105e-51
14,-0.92875583698619447252771280567639904061084842270016,-0.70666240707771649603639376345698173525464824842525,6,2.672764710092195646140536467151481878815196880105e-51
15,0.60461259065369192068315402927989046559232680843966,-0.79651968916218961794788022285773584453911797020759,6,2.672764710092195646140536467151481878815196880105e-51
16,0.60461259065369192068315402927989046559232680843966,0.79651968916218961794788022285773584453911797020759,6,2.672764710092195646140536467151481878815196880105e-51
17,0.08539713262021572613995024367361049386043918272717,-0.99634699263873190412565406973992025513867771951647,6,2.672764710092195646140536467151481878815196880105e-51
18,0.08539713262021572613995024367361049386043918272717,0.99634699263873190412565406973992025513867771951647,6,2.672764710092195646140536467151481878815196880105e-51
19,1.0180809408946071436414653553999797464584936404138,-0.28500244903024464517169284376828644582195611448024,7,2.672764710092195646140536467151481878815196880105e-51
20,1.0180809408946071436414653553999797464584936404138,0.28500244903024464517169284376828644582195611448024,7,2.672764710092195646140536467151481878815196880105e-51
21,-0.80904074856695430984301931027204589441399938547151,0.48793094819408748675923202099068923262952479817653,7,2.672764710092195646140536467151481878815196880105e-51
22,-0.80904074856695430984301931027204589441399938547151,-0.48793094819408748675923202099068923262952479817653,7,2.672764710092195646140536467151481878815196880105e-51
23,-0.70301485844492368103643681135369719007143509762562,-0.53171664965686865553611381621762558771024262815528,7,2.672764710092195646140536467151481878815196880105e-51
24,-0.70301485844492368103643681135369719007143509762562,0.53171664965686865553611381621762558771024262815528,7,2.672764710092195646140536467151481878815196880105e-51
25,0.61701036105992392073671015254274166693572763350707,0.72284718567117334870387104401394412308526679060947,7,2.672764710092195646140536467151481878815196880105e-51
26,0.61701036105992392073671015254274166693572763350707,-0.72284718567117334870387104401394412308526679060947,7,2.672764710092195646140536467151481878815196880105e-51
27,-0.11096117952233975506012481029920803279230516950082,0.97887808008942697805048588000351565746639928178376,7,2.672764710092195646140536467151481878815196880105e-51
28,-0.11096117952233975506012481029920803279230516950082,-0.97887808008942697805048588000351565746639928178376,7,2.672764710092195646140536467151481878815196880105e-51
29,0.48792548457968668156140542398222970388351837867713,-1.1106822779598713960470253772047600111860043480036,7,2.672764710092195646140536467151481878815196880105e-51
30,0.48792548457968668156140542398222970388351837867713,1.1106822779598713960470253772047600111860043480036,7,2.672764710092195646140536467151481878815196880105e-51
31,0.92603136477411372518412936422111707739408443158754,0.26114992345579319499882021167848434974331559150962,8,2.672764710092195646140536467151481878815196880105e-51
32,0.92603136477411372518412936422111707739408443158754,-0.26114992345579319499882021167848434974331559150962,8,2.672764710092195646140536467151481878815196880105e-51
33,-0.81467371629506116851076703315480827054165823912428,0.40895321453531953590421381933711998807166304407569,8,2.672764710092195646140536467151481878815196880105e-51
34,-0.81467371629506116851076703315480827054165823912428,-0.40895321453531953590421381933711998807166304407569,8,2.672764710092195646140536467151481878815196880105e-51
35,-0.69518148950641599332623479841424181266831183220481,-0.53007711096090446127586715618776445225513285614228,8,2.672764710092195646140536467151481878815196880105e-51
36,-0.69518148950641599332623479841424181266831183220481,0.53007711096090446127586715618776445225513285614228,8,2.672764710092195646140536467151481878815196880105e-51
37,0.92618017891747539560998137907190240842004015131143,-0.54026094114642338894377541127862374571104294108019,8,2.672764710092195646140536467151481878815196880105e-51
38,0.92618017891747539560998137907190240842004015131143,0.54026094114642338894377541127862374571104294108019,8,2.672764710092195646140536467151481878815196880105e-51
39,-1.0555051353359342398168641392393180771018041634235,0.67494391950182974382115483844053315495921275311813,8,2.672764710092195646140536467151481878815196880105e-51
40,-1.0555051353359342398168641392393180771018041634235,-0.67494391950182974382115483844053315495921275311813,8,2.672764710092195646140536467151481878815196880105e-51
41,0.60460851841563351660954333305597807859828493367674,-0.75463080063051838846631186802845808964579206345231,8,2.672764710092195646140536467151481878815196880105e-51
42,0.60460851841563351660954333305597807859828493367674,0.75463080063051838846631186802845808964579206345231,8,2.672764710092195646140536467151481878815196880105e-51
43,0.40516238353881073174548257097178872931427290640122,0.89342274061183814572627864581965820520324526010313,8,2.672764710092195646140536467151481878815196880105e-51
44,0.40516238353881073174548257097178872931427290640122,-0.89342274061183814572627864581965820520324526010313,8,2.672764710092195646140536467151481878815196880105e-51
45,-0.29785105486677517585646967072500976006000171733644,-0.93027249277235197699136063138700242027830883272098,8,2.672764710092195646140536467151481878815196880105e-51
46,-0.29785105486677517585646967072500976006000171733644,0.93027249277235197699136063138700242027830883272098,8,2.672764710092195646140536467151481878815196880105e-51
47,0.0012289503581532083611989942125916266450935291120648,1.0478055940693008991692001989592704482272189642581,8,2.672764710092195646140536467151481878815196880105e-51
48,0.0012289503581532083611989942125916266450935291120648,-1.0478055940693008991692001989592704482272189642581,8,2.672764710092195646140536467151481878815196880105e-51
49,1.2681873978716028884839958956667458312916033039853,0.0,9,2.672764710092195646140536467151481878815196880105e-51
50,0.95290841237629027860684360491783439323478761134452,0.23794588767538916074992957335958869364827202381783,9,2.672764710092195646140536467151481878815196880105e-51
51,0.95290841237629027860684360491783439323478761134452,-0.23794588767538916074992957335958869364827202381783,9,2.672764710092195646140536467151481878815196880105e-51
52,-0.83092999884549128700776569727418088348120126864806,-0.37154420026313832916238598117662471329221308540337,9,2.672764710092195646140536467151481878815196880105e-51
53,-0.83092999884549128700776569727418088348120126864806,0.37154420026313832916238598117662471329221308540337,9,2.672764710092195646140536467151481878815196880105e-51
54,-0.9088256348305405352092744432493852585486648137838,-0.48366505441848264134200458554243614203938385720231,9,2.672764710092195646140536467151481878815196880105e-51
55,-0.9088256348305405352092744432493852585486648137838,0.48366505441848264134200458554243614203938385720231,9,2.672764710092195646140536467151481878815196880105e-51
56,-0.69651641308452122784195137073370273977689908063817,0.53002848867983290227557231708586793736605437612743,9,2.672764710092195646140536467151481878815196880105e-51
57,-0.69651641308452122784195137073370273977689908063817,-0.53002848867983290227557231708586793736605437612743,9,2.672764710092195646140536467151481878815196880105e-51
58,0.80255221283411700371343024300349372533210013668203,0.57018120998715701864155688059015418829495957372147,9,2.672764710092195646140536467151481878815196880105e-51
59,0.80255221283411700371343024300349372533210013668203,-0.57018120998715701864155688059015418829495957372147,9,2.672764710092195646140536467151481878815196880105e-51
60,0.59677783195898937077813920597321435559302696156955,0.74416238157412261066062337753763409597331233760651,9,2.672764710092195646140536467151481878815196880105e-51
